scenario,replicate,policy,policy_label,true_positive,false_admission,false_negative,admitted,rejected,abstained,n_true,n_negative,recall,false_admission_rate,precision,abstain_rate,debt_adjusted_utility,spoofed_negative_count,spoofed_negative_admitted,spoofed_negative_admission_rate,dropped_positive_count,dropped_positive_admitted,dropped_positive_abstained,dropped_positive_abstain_rate
clean,2,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,2,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,2,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,2,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,2,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,3,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,3,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,3,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,3,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,3,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,4,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,4,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,4,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,4,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,4,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,5,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,5,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,5,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,5,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,5,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,6,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,6,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,6,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,6,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,6,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,7,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,7,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,7,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,7,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,7,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,8,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,8,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,8,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,8,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,8,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,9,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,9,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,9,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,9,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,9,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,10,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,10,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,10,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,10,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,10,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,11,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,11,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,11,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,11,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,11,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,12,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,12,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,12,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,12,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,12,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,13,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,13,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,13,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,13,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,13,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,14,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,14,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,14,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,14,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,14,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,15,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,15,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,15,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,15,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,15,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,16,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,16,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,16,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,16,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,16,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,17,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,17,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,17,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,17,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,17,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,18,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,18,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,18,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,18,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,18,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,19,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,19,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,19,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,19,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,19,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,20,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,20,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,20,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,20,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,20,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,21,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,21,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,21,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,21,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,21,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,22,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,22,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,22,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,22,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,22,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,23,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,23,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,23,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,23,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,23,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,24,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,24,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,24,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,24,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,24,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,25,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,25,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,25,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,25,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,25,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,26,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,26,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,26,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,26,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,26,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,27,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,27,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,27,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,27,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,27,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,28,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,28,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,28,claimed_or_coverage,Claimed provenance OR coverage,5954,4,0,5958,5950,0,5954,5954,1.0,0.0006718172657037286,0.9993286337697214,0.0,0.9979845482028888,0,0,0.0,0,0,0,0.0
clean,28,verified_provenance_only,Verified provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
clean,28,qgdca_verified_abstain,QG-DCA verified + abstain,5954,0,0,5954,5950,4,5954,5954,1.0,0.0,1.0,0.0003359086328518643,0.9999664091367149,0,0,0.0,0,0,0,0.0
clean,29,coverage_only,Coverage only,5918,4,36,5922,5986,0,5954,5954,0.9939536446086664,0.0006718172657037286,0.9993245525160419,0.0,0.9904266039637218,0,0,0.0,0,0,0,0.0
clean,29,claimed_provenance_only,Claimed provenance only,5954,0,0,5954,5954,0,5954,5954,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0
